Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PSMD14,5283.950681696955,0.5593163584285437,0.09796981028294754,5.709068506034428,1.1359616419991042e-8,9.540828427196369e-8
SNX17,5236.965910221688,-0.1621131942512389,0.0976113933326051,-1.6608019690780123,0.0967532255784451,0.17509177974293053
ASB3,657.7448812363627,0.4135945961299988,0.16675626001155897,2.4802343018566733,0.013129607547155444,0.03203740418443792
PPM1G,9615.932184065285,-0.076718591870567,0.09342292252032049,-0.8211966592447361,0.4115342591374662,0.5447979111329585
PDE1A,6.7950036268885325,-0.1281155666133461,1.4338420749299863,-0.08935123947984433,0.9288027736611006,NA
REEP6,6375.586061522673,-0.5424019619434647,0.12482128008745394,-4.345428612520556,1.3900397395410863e-5,6.512326339921724e-5
PCSK4,608.3145406926193,-0.9120174402164489,0.19037094537276383,-4.790738620489775,1.6616847569727041e-6,9.322619624100887e-6
APC2,2527.468856330485,-1.084594666058565,0.12984790016342276,-8.35280866839992,6.665858081007867e-17,2.666994012951731e-15
IFIH1,222.76152163405732,-0.247469600578993,0.2593632058759752,-0.9541430510283343,0.34001123676799083,0.4723237323185096
RPS15,27263.852045000276,-0.051944914966123454,0.09696517297459073,-0.5357069282982188,0.5921611145673911,0.7088297419506571
GCA,18.592086006383777,-0.14055014228853405,0.8256819671802139,-0.17022309784544135,0.864834687348599,0.9126869733871816
INO80B,1452.2680260181573,-0.734194824009446,0.14065680608489983,-5.2197603830581025,1.791547711408272e-7,1.2094926831013683e-6
MOGS,8909.956608715253,-0.7382012112936047,0.11159406241919562,-6.615058142794384,3.714057379841637e-11,4.929318801922173e-10
TTC31,1636.2597962024197,-0.3132406003144059,0.12969730471914426,-2.415166614238587,0.015728013323494192,0.0374664927114669
NDUFS7,12265.408626968234,-0.7171637782796284,0.10990103317055532,-6.525541731410865,6.775618916182024e-11,8.557882543307512e-10
PCGF1,1056.615863198242,-0.4586681613617913,0.14532331935048654,-3.1561910601256553,0.0015984411878484659,0.004910575550786212
CLIP4,6.525465057600213,-1.0499770760551612,1.4561077780583775,-0.721084724549192,0.47085738878492484,NA
TLX2,21.910018705184942,-1.558290300536777,0.8058507051827006,-1.9337208375135504,0.053147460422952805,0.1064504011598636
SPTBN1,13239.07143694517,-0.137770597961286,0.09401768631032137,-1.4653689467165858,0.1428202849675818,0.24047631937172123
AUP1,8485.41387916378,-0.04709475934712541,0.091248581895945,-0.51611497262313355,0.6057741111941676,0.7197011116419458
RTN4,24452.815767491295,-1.162020126419642,0.11893616001718797,-9.770116390605796,1.5127818081546124e-22,1.472366803966168e-20
HTRA2,5266.90538929431,0.08611190989623704,0.1069816701248581,0.8049220936234778,0.42086463808331015,0.554193421735826
LOXL3,1059.5884610668252,0.11099947787814471,0.15188332809625069,0.7308206849918558,0.464888687239621,0.5969540443231438
DOK1,2444.750827639547,-0.6652403402393339,0.12142849993686261,-5.478453086262526,4.2906031095509325e-8,3.246567253816073e-7
GALNT3,5.949159659887203,-1.1239593566990924,1.5271707716823022,-0.7359749004762317,0.4617459728080502,NA
POLE4,1197.2816180871862,0.6470462458279216,0.13308889727505357,4.861759764157315,1.1634677210996306e-6,6.736847944716584e-6
TACR1,2.6827172102611976,0.15493099595277837,2.3287585529824817,0.06652943722068376,0.946956322106717,NA
CCDC88A,5152.01234781816,0.7761886744270272,0.10411148364773404,7.455360803936836,8.962222973440197e-14,1.917510098466111e-12
